cps19_gender,cps19_marital,cps19_employment,cps19_province,cps19_education,cps19_income_cat,cps19_votechoice,cps19_votechoice_pr,cps19_vote_lean_pr,cps19_vote_lean,cps19_vote_unlike_pr,gender,employment,marital,edu,province,income,vote,voteLiberal,voteCon
2,2,6,14,8,2,2,0,0,0,0,female,Going to school,Living common-law,University certificate or diploma below the bachelor’s level,Alberta,"Low family Income: below $60,000",2,0,1
2,1,5,22,4,3,9,0,0,0,0,female,Looking for paid work,Married,Less than high school diploma or its equivalent,Ontario,"Low family Income: below $60,000",9,0,0
2,2,4,22,7,2,1,0,0,0,0,female,Retired,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",1,1,0
1,1,1,24,6,5,2,0,0,0,0,male,Working at a paid job or self-employed,Married,Trade certificate or diploma,Quebec,"Middle family Income: $60,000 - $10,000",2,0,1
2,1,1,22,6,3,1,0,0,0,0,female,Working at a paid job or self-employed,Married,Trade certificate or diploma,Ontario,"Low family Income: below $60,000",1,1,0
2,6,6,22,6,2,9,0,0,0,0,female,Going to school,"Single, never married",Trade certificate or diploma,Ontario,"Low family Income: below $60,000",9,0,0
2,2,1,22,9,4,9,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",9,0,0
2,6,1,24,9,4,9,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Quebec,"Middle family Income: $60,000 - $10,000",9,0,0
2,4,5,22,7,2,3,0,0,0,0,female,Looking for paid work,Separated,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",3,0,0
2,1,2,16,10,2,0,0,0,0,1,female,Working at a paid job or self-employed,Married,"University certificate, diploma or degree above the bach. . .",Manitoba,"Low family Income: below $60,000",1,1,0
2,6,1,22,6,3,5,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married",Trade certificate or diploma,Ontario,"Low family Income: below $60,000",5,0,0
2,1,4,24,7,4,9,0,0,0,0,female,Retired,Married,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Middle family Income: $60,000 - $10,000",9,0,0
2,6,9,22,9,5,1,0,0,0,0,female,Other,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
2,1,1,22,5,4,9,0,0,0,0,female,Working at a paid job or self-employed,Married,High school diploma or high school equivalency certificate,Ontario,"Middle family Income: $60,000 - $10,000",9,0,0
2,2,1,24,10,3,9,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"University certificate, diploma or degree above the bach. . .",Quebec,"Low family Income: below $60,000",9,0,0
1,6,6,22,11,3,0,3,0,0,0,male,Going to school,"Single, never married","University certificate, diploma or degree above the bach. . .",Ontario,"Low family Income: below $60,000",3,0,0
1,6,1,15,3,4,3,0,0,0,0,male,Working at a paid job or self-employed,"Single, never married",Less than high school diploma or its equivalent,British Columbia,"Middle family Income: $60,000 - $10,000",3,0,0
2,3,8,22,9,3,1,0,0,0,0,female,Long term illness,Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Low family Income: below $60,000",1,1,0
2,6,1,22,6,5,0,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married",Trade certificate or diploma,Ontario,"Middle family Income: $60,000 - $10,000",0,0,0
2,1,4,22,9,3,1,0,0,0,0,female,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Low family Income: below $60,000",1,1,0
2,1,6,24,10,2,3,0,0,0,0,female,Going to school,Married,"University certificate, diploma or degree above the bach. . .",Quebec,"Low family Income: below $60,000",3,0,0
2,1,6,22,10,3,0,9,0,0,0,female,Going to school,Married,"University certificate, diploma or degree above the bach. . .",Ontario,"Low family Income: below $60,000",9,0,0
2,6,6,24,6,3,5,0,0,0,0,female,Going to school,"Single, never married",Trade certificate or diploma,Quebec,"Low family Income: below $60,000",5,0,0
2,2,7,24,9,6,5,0,0,0,0,female,Household work,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Quebec,"High family Income: above $10,000",5,0,0
2,3,4,22,7,3,9,0,0,0,0,female,Retired,Divorced,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",9,0,0
1,1,4,24,8,3,1,0,0,0,0,male,Retired,Married,University certificate or diploma below the bachelor’s level,Quebec,"Low family Income: below $60,000",1,1,0
2,6,1,22,7,5,2,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",2,0,1
1,6,5,15,8,3,3,0,0,0,0,male,Looking for paid work,"Single, never married",University certificate or diploma below the bachelor’s level,British Columbia,"Low family Income: below $60,000",3,0,0
2,6,1,22,5,7,1,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married",High school diploma or high school equivalency certificate,Ontario,"High family Income: above $10,000",1,1,0
1,1,2,22,9,4,2,0,0,0,0,male,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",2,0,1
2,2,1,22,7,5,1,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
2,6,5,14,4,3,6,0,0,0,0,female,Looking for paid work,"Single, never married",Less than high school diploma or its equivalent,Alberta,"Low family Income: below $60,000",6,0,0
2,2,1,14,5,3,2,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,High school diploma or high school equivalency certificate,Alberta,"Low family Income: below $60,000",2,0,1
2,6,1,22,7,3,2,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",2,0,1
2,2,8,22,5,2,5,0,0,0,0,female,Long term illness,Living common-law,High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",5,0,0
2,2,7,22,7,4,9,0,0,0,0,female,Household work,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",9,0,0
2,1,4,22,7,6,2,0,0,0,0,female,Retired,Married,"College, CEGEP or other non-university certificate or di. . .",Ontario,"High family Income: above $10,000",2,0,1
2,3,1,14,7,4,2,0,0,0,0,female,Working at a paid job or self-employed,Divorced,"College, CEGEP or other non-university certificate or di. . .",Alberta,"Middle family Income: $60,000 - $10,000",2,0,1
2,6,6,22,8,7,9,0,0,0,0,female,Going to school,"Single, never married",University certificate or diploma below the bachelor’s level,Ontario,"High family Income: above $10,000",9,0,0
2,2,8,24,5,3,9,0,0,0,0,female,Long term illness,Living common-law,High school diploma or high school equivalency certificate,Quebec,"Low family Income: below $60,000",9,0,0
1,1,1,24,6,3,4,0,0,0,0,male,Working at a paid job or self-employed,Married,Trade certificate or diploma,Quebec,"Low family Income: below $60,000",4,0,0
1,1,4,16,9,4,9,0,0,0,0,male,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,"Middle family Income: $60,000 - $10,000",9,0,0
2,4,2,22,5,3,9,0,0,0,0,female,Working at a paid job or self-employed,Separated,High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",9,0,0
2,1,1,22,9,6,1,0,0,0,0,female,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"High family Income: above $10,000",1,1,0
2,6,4,14,5,3,3,0,0,0,0,female,Retired,"Single, never married",High school diploma or high school equivalency certificate,Alberta,"Low family Income: below $60,000",3,0,0
1,2,1,24,6,6,2,0,0,0,0,male,Working at a paid job or self-employed,Living common-law,Trade certificate or diploma,Quebec,"High family Income: above $10,000",2,0,1
1,1,1,24,9,5,9,0,0,0,0,male,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Quebec,"Middle family Income: $60,000 - $10,000",9,0,0
2,1,7,24,8,3,1,0,0,0,0,female,Household work,Married,University certificate or diploma below the bachelor’s level,Quebec,"Low family Income: below $60,000",1,1,0
1,6,5,14,4,2,1,0,0,0,0,male,Looking for paid work,"Single, never married",Less than high school diploma or its equivalent,Alberta,"Low family Income: below $60,000",1,1,0
1,1,1,24,5,2,0,0,0,0,0,male,Working at a paid job or self-employed,Married,High school diploma or high school equivalency certificate,Quebec,"Low family Income: below $60,000",0,0,0
2,1,1,25,7,3,2,0,0,0,0,female,Working at a paid job or self-employed,Married,"College, CEGEP or other non-university certificate or di. . .",Saskatchewan,"Low family Income: below $60,000",2,0,1
2,2,1,22,9,4,1,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
1,6,1,16,6,2,0,1,0,0,0,male,Working at a paid job or self-employed,"Single, never married",Trade certificate or diploma,Manitoba,"Low family Income: below $60,000",1,1,0
2,6,1,24,6,7,1,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married",Trade certificate or diploma,Quebec,"High family Income: above $10,000",1,1,0
2,6,5,22,9,1,1,0,0,0,0,female,Looking for paid work,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Low family Income: below $60,000",1,1,0
1,6,5,14,7,5,9,0,0,0,0,male,Looking for paid work,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Alberta,"Middle family Income: $60,000 - $10,000",9,0,0
2,5,4,15,5,8,9,0,0,0,0,female,Retired,Widowed,High school diploma or high school equivalency certificate,British Columbia,"High family Income: above $10,000",9,0,0
2,1,4,22,9,4,2,0,0,0,0,female,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",2,0,1
2,4,1,16,9,4,2,0,0,0,0,female,Working at a paid job or self-employed,Separated,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,"Middle family Income: $60,000 - $10,000",2,0,1
2,1,4,22,6,4,6,0,0,0,0,female,Retired,Married,Trade certificate or diploma,Ontario,"Middle family Income: $60,000 - $10,000",6,0,0
2,1,1,22,5,6,6,0,0,0,0,female,Working at a paid job or self-employed,Married,High school diploma or high school equivalency certificate,Ontario,"High family Income: above $10,000",6,0,0
2,6,8,22,4,2,3,0,0,0,0,female,Long term illness,"Single, never married",Less than high school diploma or its equivalent,Ontario,"Low family Income: below $60,000",3,0,0
2,1,1,15,9,6,1,0,0,0,0,female,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,"High family Income: above $10,000",1,1,0
2,5,4,22,7,2,1,0,0,0,0,female,Retired,Widowed,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",1,1,0
2,6,1,25,9,4,2,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,"Middle family Income: $60,000 - $10,000",2,0,1
1,6,1,14,9,5,9,0,0,0,0,male,Working at a paid job or self-employed,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Alberta,"Middle family Income: $60,000 - $10,000",9,0,0
2,6,2,22,7,4,1,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
2,6,6,22,8,2,3,0,0,0,0,female,Going to school,"Single, never married",University certificate or diploma below the bachelor’s level,Ontario,"Low family Income: below $60,000",3,0,0
2,1,1,24,4,3,4,0,0,0,0,female,Working at a paid job or self-employed,Married,Less than high school diploma or its equivalent,Quebec,"Low family Income: below $60,000",4,0,0
1,6,1,24,5,2,4,0,0,0,0,male,Working at a paid job or self-employed,"Single, never married",High school diploma or high school equivalency certificate,Quebec,"Low family Income: below $60,000",4,0,0
2,1,2,25,10,5,3,0,0,0,0,female,Working at a paid job or self-employed,Married,"University certificate, diploma or degree above the bach. . .",Saskatchewan,"Middle family Income: $60,000 - $10,000",3,0,0
1,4,1,16,2,2,2,0,0,0,0,male,Working at a paid job or self-employed,Separated,Less than high school diploma or its equivalent,Manitoba,"Low family Income: below $60,000",2,0,1
1,1,4,22,9,7,9,0,0,0,0,male,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"High family Income: above $10,000",9,0,0
1,1,1,24,8,5,4,0,0,0,0,male,Working at a paid job or self-employed,Married,University certificate or diploma below the bachelor’s level,Quebec,"Middle family Income: $60,000 - $10,000",4,0,0
2,6,1,15,7,3,3,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","College, CEGEP or other non-university certificate or di. . .",British Columbia,"Low family Income: below $60,000",3,0,0
2,6,9,14,8,2,1,0,0,0,0,female,Other,"Single, never married",University certificate or diploma below the bachelor’s level,Alberta,"Low family Income: below $60,000",1,1,0
1,1,5,25,11,2,0,2,0,0,0,male,Looking for paid work,Married,"University certificate, diploma or degree above the bach. . .",Saskatchewan,"Low family Income: below $60,000",2,0,1
2,1,1,14,7,4,1,0,0,0,0,female,Working at a paid job or self-employed,Married,"College, CEGEP or other non-university certificate or di. . .",Alberta,"Middle family Income: $60,000 - $10,000",1,1,0
2,1,7,15,7,3,0,0,0,0,0,female,Household work,Married,"College, CEGEP or other non-university certificate or di. . .",British Columbia,"Low family Income: below $60,000",0,0,0
1,1,3,14,9,2,7,0,0,0,0,male,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Alberta,"Low family Income: below $60,000",7,0,0
2,6,3,22,8,6,5,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married",University certificate or diploma below the bachelor’s level,Ontario,"High family Income: above $10,000",5,0,0
1,6,2,22,4,3,3,0,0,0,0,male,Working at a paid job or self-employed,"Single, never married",Less than high school diploma or its equivalent,Ontario,"Low family Income: below $60,000",3,0,0
2,2,1,22,11,5,5,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"University certificate, diploma or degree above the bach. . .",Ontario,"Middle family Income: $60,000 - $10,000",5,0,0
2,1,7,16,5,2,6,0,0,0,0,female,Household work,Married,High school diploma or high school equivalency certificate,Manitoba,"Low family Income: below $60,000",6,0,0
2,2,1,14,7,3,2,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Alberta,"Low family Income: below $60,000",2,0,1
2,6,7,25,6,3,9,0,0,0,0,female,Household work,"Single, never married",Trade certificate or diploma,Saskatchewan,"Low family Income: below $60,000",9,0,0
2,5,2,22,4,2,1,0,0,0,0,female,Working at a paid job or self-employed,Widowed,Less than high school diploma or its equivalent,Ontario,"Low family Income: below $60,000",1,1,0
2,1,3,24,7,4,1,0,0,0,0,female,Working at a paid job or self-employed,Married,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Middle family Income: $60,000 - $10,000",1,1,0
2,3,8,24,7,3,3,0,0,0,0,female,Long term illness,Divorced,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Low family Income: below $60,000",3,0,0
2,2,6,24,8,4,3,0,0,0,0,female,Going to school,Living common-law,University certificate or diploma below the bachelor’s level,Quebec,"Middle family Income: $60,000 - $10,000",3,0,0
2,6,6,22,5,2,1,0,0,0,0,female,Going to school,"Single, never married",High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",1,1,0
2,1,2,20,8,7,1,0,0,0,0,female,Working at a paid job or self-employed,Married,University certificate or diploma below the bachelor’s level,Nova Scotia,"High family Income: above $10,000",1,1,0
2,2,3,22,9,4,1,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
1,3,1,24,1,3,1,0,0,0,0,male,Working at a paid job or self-employed,Divorced,Less than high school diploma or its equivalent,Quebec,"Low family Income: below $60,000",1,1,0
1,2,1,22,7,3,9,0,0,0,0,male,Working at a paid job or self-employed,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",9,0,0
1,1,4,24,9,3,4,0,0,0,0,male,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Quebec,"Low family Income: below $60,000",4,0,0
2,1,1,22,7,4,2,0,0,0,0,female,Working at a paid job or self-employed,Married,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",2,0,1
2,2,1,22,5,5,2,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,High school diploma or high school equivalency certificate,Ontario,"Middle family Income: $60,000 - $10,000",2,0,1
1,1,4,24,7,4,5,0,0,0,0,male,Retired,Married,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Middle family Income: $60,000 - $10,000",5,0,0
1,1,4,22,10,5,9,0,0,0,0,male,Retired,Married,"University certificate, diploma or degree above the bach. . .",Ontario,"Middle family Income: $60,000 - $10,000",9,0,0
2,1,3,24,9,4,3,0,0,0,0,female,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Quebec,"Middle family Income: $60,000 - $10,000",3,0,0
2,1,4,22,9,8,2,0,0,0,0,female,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"High family Income: above $10,000",2,0,1
1,6,1,24,6,2,0,0,0,0,0,male,Working at a paid job or self-employed,"Single, never married",Trade certificate or diploma,Quebec,"Low family Income: below $60,000",0,0,0
1,1,3,14,10,8,2,0,0,0,0,male,Working at a paid job or self-employed,Married,"University certificate, diploma or degree above the bach. . .",Alberta,"High family Income: above $10,000",2,0,1
2,5,1,15,5,3,3,0,0,0,0,female,Working at a paid job or self-employed,Widowed,High school diploma or high school equivalency certificate,British Columbia,"Low family Income: below $60,000",3,0,0
2,1,4,22,9,6,9,0,0,0,0,female,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"High family Income: above $10,000",9,0,0
1,1,1,15,9,5,2,0,0,0,0,male,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,"Middle family Income: $60,000 - $10,000",2,0,1
2,5,8,17,3,2,1,0,0,0,0,female,Long term illness,Widowed,Less than high school diploma or its equivalent,New Brunswick,"Low family Income: below $60,000",1,1,0
2,1,4,22,8,3,5,0,0,0,0,female,Retired,Married,University certificate or diploma below the bachelor’s level,Ontario,"Low family Income: below $60,000",5,0,0
1,1,4,20,11,5,5,0,0,0,0,male,Retired,Married,"University certificate, diploma or degree above the bach. . .",Nova Scotia,"Middle family Income: $60,000 - $10,000",5,0,0
2,1,1,22,7,6,2,0,0,0,0,female,Working at a paid job or self-employed,Married,"College, CEGEP or other non-university certificate or di. . .",Ontario,"High family Income: above $10,000",2,0,1
2,3,4,24,7,4,9,0,0,0,0,female,Retired,Divorced,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Middle family Income: $60,000 - $10,000",9,0,0
2,6,2,24,11,8,9,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","University certificate, diploma or degree above the bach. . .",Quebec,"High family Income: above $10,000",9,0,0
1,5,4,22,6,2,3,0,0,0,0,male,Retired,Widowed,Trade certificate or diploma,Ontario,"Low family Income: below $60,000",3,0,0
2,3,4,22,7,2,9,0,0,0,0,female,Retired,Divorced,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",9,0,0
2,1,1,20,5,2,9,0,0,0,0,female,Working at a paid job or self-employed,Married,High school diploma or high school equivalency certificate,Nova Scotia,"Low family Income: below $60,000",9,0,0
2,6,1,22,9,8,3,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"High family Income: above $10,000",3,0,0
1,4,4,22,5,3,9,0,0,0,0,male,Retired,Separated,High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",9,0,0
2,1,1,24,10,8,1,0,0,0,0,female,Working at a paid job or self-employed,Married,"University certificate, diploma or degree above the bach. . .",Quebec,"High family Income: above $10,000",1,1,0
1,4,4,24,8,2,1,0,0,0,0,male,Retired,Separated,University certificate or diploma below the bachelor’s level,Quebec,"Low family Income: below $60,000",1,1,0
2,1,5,22,8,2,0,1,0,0,0,female,Looking for paid work,Married,University certificate or diploma below the bachelor’s level,Ontario,"Low family Income: below $60,000",1,1,0
2,2,7,22,5,3,5,0,0,0,0,female,Household work,Living common-law,High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",5,0,0
2,1,2,22,6,3,0,1,0,0,0,female,Working at a paid job or self-employed,Married,Trade certificate or diploma,Ontario,"Low family Income: below $60,000",1,1,0
1,1,1,15,4,3,0,0,0,0,0,male,Working at a paid job or self-employed,Married,Less than high school diploma or its equivalent,British Columbia,"Low family Income: below $60,000",0,0,0
2,2,1,15,8,4,2,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,University certificate or diploma below the bachelor’s level,British Columbia,"Middle family Income: $60,000 - $10,000",2,0,1
2,5,4,22,5,2,9,0,0,0,0,female,Retired,Widowed,High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",9,0,0
2,1,7,22,7,5,1,0,0,0,0,female,Household work,Married,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
2,3,1,24,10,4,3,0,0,0,0,female,Working at a paid job or self-employed,Divorced,"University certificate, diploma or degree above the bach. . .",Quebec,"Middle family Income: $60,000 - $10,000",3,0,0
2,6,9,22,6,3,2,0,0,0,0,female,Other,"Single, never married",Trade certificate or diploma,Ontario,"Low family Income: below $60,000",2,0,1
1,1,4,22,6,5,0,0,0,0,0,male,Retired,Married,Trade certificate or diploma,Ontario,"Middle family Income: $60,000 - $10,000",0,0,0
1,1,2,22,9,4,2,0,0,0,0,male,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",2,0,1
2,2,1,14,7,3,3,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Alberta,"Low family Income: below $60,000",3,0,0
2,1,3,24,7,2,9,0,0,0,0,female,Working at a paid job or self-employed,Married,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Low family Income: below $60,000",9,0,0
2,6,6,22,9,5,3,0,0,0,0,female,Going to school,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",3,0,0
2,6,1,24,9,4,1,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Quebec,"Middle family Income: $60,000 - $10,000",1,1,0
2,3,1,14,9,7,0,2,0,0,0,female,Working at a paid job or self-employed,Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Alberta,"High family Income: above $10,000",2,0,1
2,1,4,15,9,8,2,0,0,0,0,female,Retired,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,"High family Income: above $10,000",2,0,1
1,1,3,22,9,7,2,0,0,0,0,male,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"High family Income: above $10,000",2,0,1
2,3,4,24,7,3,9,0,0,0,0,female,Retired,Divorced,"College, CEGEP or other non-university certificate or di. . .",Quebec,"Low family Income: below $60,000",9,0,0
2,2,2,14,8,2,6,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,University certificate or diploma below the bachelor’s level,Alberta,"Low family Income: below $60,000",6,0,0
2,1,6,22,6,3,7,0,0,0,0,female,Going to school,Married,Trade certificate or diploma,Ontario,"Low family Income: below $60,000",7,0,0
1,1,4,22,6,3,5,0,0,0,0,male,Retired,Married,Trade certificate or diploma,Ontario,"Low family Income: below $60,000",5,0,0
2,1,5,22,7,5,1,0,0,0,0,female,Looking for paid work,Married,"College, CEGEP or other non-university certificate or di. . .",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
2,6,1,22,9,2,3,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Low family Income: below $60,000",3,0,0
2,1,1,22,9,3,0,2,0,0,0,female,Working at a paid job or self-employed,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Low family Income: below $60,000",2,0,1
1,2,2,15,5,3,0,0,0,0,0,male,Working at a paid job or self-employed,Living common-law,High school diploma or high school equivalency certificate,British Columbia,"Low family Income: below $60,000",0,0,0
2,1,7,14,7,7,1,0,0,0,0,female,Household work,Married,"College, CEGEP or other non-university certificate or di. . .",Alberta,"High family Income: above $10,000",1,1,0
1,2,4,14,9,4,2,0,0,0,0,male,Retired,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Alberta,"Middle family Income: $60,000 - $10,000",2,0,1
2,4,5,16,9,7,0,0,0,0,0,female,Looking for paid work,Separated,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,"High family Income: above $10,000",0,0,0
2,6,8,22,7,2,1,0,0,0,0,female,Long term illness,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Ontario,"Low family Income: below $60,000",1,1,0
2,5,4,24,5,2,9,0,0,0,0,female,Retired,Widowed,High school diploma or high school equivalency certificate,Quebec,"Low family Income: below $60,000",9,0,0
2,1,1,22,10,4,0,1,0,0,0,female,Working at a paid job or self-employed,Married,"University certificate, diploma or degree above the bach. . .",Ontario,"Middle family Income: $60,000 - $10,000",1,1,0
2,2,1,24,5,2,3,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,High school diploma or high school equivalency certificate,Quebec,"Low family Income: below $60,000",3,0,0
2,2,1,22,8,3,3,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,University certificate or diploma below the bachelor’s level,Ontario,"Low family Income: below $60,000",3,0,0
2,4,7,20,6,1,9,0,0,0,0,female,Household work,Separated,Trade certificate or diploma,Nova Scotia,"Low family Income: below $60,000",9,0,0
2,1,4,20,7,4,1,0,0,0,0,female,Retired,Married,"College, CEGEP or other non-university certificate or di. . .",Nova Scotia,"Middle family Income: $60,000 - $10,000",1,1,0
2,6,6,22,9,4,3,0,0,0,0,female,Going to school,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Ontario,"Middle family Income: $60,000 - $10,000",3,0,0
2,1,4,22,7,6,3,0,0,0,0,female,Retired,Married,"College, CEGEP or other non-university certificate or di. . .",Ontario,"High family Income: above $10,000",3,0,0
2,1,4,14,7,6,1,0,0,0,0,female,Retired,Married,"College, CEGEP or other non-university certificate or di. . .",Alberta,"High family Income: above $10,000",1,1,0
2,6,6,22,5,3,1,0,0,0,0,female,Going to school,"Single, never married",High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",1,1,0
2,2,6,22,5,2,9,0,0,0,0,female,Going to school,Living common-law,High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",9,0,0
2,2,1,22,4,3,1,0,0,0,0,female,Working at a paid job or self-employed,Living common-law,Less than high school diploma or its equivalent,Ontario,"Low family Income: below $60,000",1,1,0
2,6,2,22,5,4,3,0,0,0,0,female,Working at a paid job or self-employed,"Single, never married",High school diploma or high school equivalency certificate,Ontario,"Middle family Income: $60,000 - $10,000",3,0,0
1,6,5,22,5,2,0,0,0,0,0,male,Looking for paid work,"Single, never married",High school diploma or high school equivalency certificate,Ontario,"Low family Income: below $60,000",0,0,0
